country,year,internet_users_pct_i99H,series_code,series_name,series_units,variable
SVN,2023,90.3779,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2010,68.82,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2011,70.49,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2012,73.43,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2013,74.1104,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2014,74.2317,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2015,75.6688,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2016,76.4812,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2017,78.7192,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2018,80.6882,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2019,80.8669,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2020,81.3389,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2021,82.6706,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2022,84.5401,i99H,Individuals using the Internet,%,internet_users_pct
CZE,2023,85.994,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2010,23.3,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2011,28.7083,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2012,35.27,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2013,40.9541,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2014,46.236,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2015,48.8846,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2016,53.001,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2017,58.8895,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2018,62.5532,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2019,70.1248,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2020,75.0379,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2021,79.2183,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2022,82.6753,i99H,Individuals using the Internet,%,internet_users_pct
UKR,2023,82.3755,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2010,29.68,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2011,32.07,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2012,34.65,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2013,37.44,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2014,67.0,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2015,69.0,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2016,71.0,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2017,49.9,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2018,50.3,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2019,57.7605,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2020,58.2153,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2021,74.495,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2022,76.7412,i99H,Individuals using the Internet,%,internet_users_pct
MDA,2023,80.2126,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2010,26.9,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2011,31.52,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2012,36.94,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2013,43.3,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2014,49.1025,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2015,47.5698,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2016,58.4593,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2017,59.7055,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2018,62.7179,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2019,68.8467,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2020,72.5316,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2021,76.4427,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2022,78.7113,i99H,Individuals using the Internet,%,internet_users_pct
GEO,2023,81.8843,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2010,75.71,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2011,74.44,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2012,76.71,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2013,77.8826,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2014,79.9843,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2015,77.6347,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2016,80.4759,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2017,81.6257,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2018,80.4489,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2019,82.8537,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2020,89.9209,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2021,88.9256,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2022,89.0677,i99H,Individuals using the Internet,%,internet_users_pct
SVK,2023,87.2131,i99H,Individuals using the Internet,%,internet_users_pct
