country,year,mobile_subs_i271,series_code,series_name,series_units,variable,mobile_subs_i911
ITA,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.49
ITA,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.781
ITA,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.674
ITA,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.872
IRL,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,103.123
IRL,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.135
IRL,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,108.99
IRL,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.538
IRL,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.461
IRL,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,104.243
IRL,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,102.558
IRL,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,101.842
IRL,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,102.03
IRL,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,104.598
IRL,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.046
IRL,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,106.87
IRL,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.609
IRL,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.798
LTU,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,157.89
LTU,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,163.043
LTU,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,167.226
LTU,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,154.341
LTU,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,145.494
LTU,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,143.991
LTU,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,146.55
LTU,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,154.148
LTU,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,134.334
LTU,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,132.529
LTU,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.341
LTU,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,133.357
LTU,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,135.834
LTU,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,137.204
LUX,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,143.277
LUX,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,147.512
LUX,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,143.388
LUX,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,145.093
LUX,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.244
LUX,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,141.659
LUX,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.933
LUX,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,133.111
LUX,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.327
LUX,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.87
LUX,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,132.909
LUX,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,136.871
LUX,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,139.651
LUX,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.475
LVA,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.928
LVA,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.091
LVA,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.305
LVA,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.073
LVA,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.55
LVA,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.949
LVA,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,135.227
LVA,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.847
LVA,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.397
LVA,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,108.222
LVA,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.902
LVA,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.645
LVA,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.203
LVA,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.91
MLT,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,107.791
MLT,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,122.872
MLT,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.757
MLT,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.922
MLT,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.719
MLT,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.794
MLT,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.599
MLT,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.249
MLT,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.094
MLT,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.866
MLT,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,122.176
MLT,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.941
MLT,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,132.861
MLT,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,140.594
POL,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.249
POL,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.28
POL,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,141.41
POL,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,148.912
POL,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,148.713
POL,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,142.52
POL,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,138.519
POL,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.901
POL,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.266
POL,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.597
POL,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.288
POL,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,132.987
POL,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,137.002
POL,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,135.146
PRT,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.425
PRT,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.837
PRT,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.359
PRT,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.655
PRT,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.313
PRT,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.964
PRT,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.847
PRT,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.874
PRT,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.859
PRT,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.146
PRT,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.276
PRT,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.769
PRT,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,122.801
PRT,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.002
ROU,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.221
ROU,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.472
ROU,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.302
ROU,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.191
ROU,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.783
ROU,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.35
ROU,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.791
ROU,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.767
ROU,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.492
ROU,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.252
ROU,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.478
ROU,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.123
ROU,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.142
ROU,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.252
SWE,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.212
SWE,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.219
SWE,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.465
SWE,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.142
SWE,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.98
SWE,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.974
SWE,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.402
SWE,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.473
SWE,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.086
SWE,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.457
SWE,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.549
SWE,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.961
SWE,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,140.782
SWE,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,140.266
SVN,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,103.783
SVN,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,105.845
SVN,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.148
SVN,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.045
SVN,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,113.019
SVN,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.271
SVN,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.736
SVN,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,118.462
SVN,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.153
SVN,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.569
SVN,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.331
SVN,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.363
SVN,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.459
SVN,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.228
CZE,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.605
CZE,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,125.46
CZE,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.69
CZE,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.521
CZE,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,132.289
CZE,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,118.34
CZE,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,118.544
CZE,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,119.874
CZE,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.432
CZE,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,124.126
CZE,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.219
CZE,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.173
CZE,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.105
CZE,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,126.005
UKR,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.768
UKR,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,121.942
UKR,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.859
UKR,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,138.441
UKR,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,144.279
UKR,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,142.003
UKR,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,133.169
UKR,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.357
UKR,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,127.754
UKR,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.629
UKR,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.341
UKR,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,135.026
UKR,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,120.261
UKR,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,133.38
MDA,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,70.2257
MDA,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,90.442
MDA,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,102.919
MDA,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,108.452
MDA,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.829
MDA,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.959
MDA,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.008
MDA,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.321
MDA,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,115.32
MDA,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,116.105
MDA,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,111.445
MDA,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.984
MDA,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,137.183
MDA,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,129.546
GEO,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,102.113
GEO,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.517
GEO,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,122.384
GEO,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,131.083
GEO,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,142.391
GEO,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,146.396
GEO,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,145.881
GEO,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,145.072
GEO,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,143.858
GEO,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,141.755
GEO,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,134.366
GEO,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,146.566
GEO,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,154.014
GEO,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,155.25
SVK,2010,,i911,Mobile-cellular subscriptions,count,mobile_subs,109.888
SVK,2011,,i911,Mobile-cellular subscriptions,count,mobile_subs,110.836
SVK,2012,,i911,Mobile-cellular subscriptions,count,mobile_subs,112.759
SVK,2013,,i911,Mobile-cellular subscriptions,count,mobile_subs,114.749
SVK,2014,,i911,Mobile-cellular subscriptions,count,mobile_subs,117.781
SVK,2015,,i911,Mobile-cellular subscriptions,count,mobile_subs,123.159
SVK,2016,,i911,Mobile-cellular subscriptions,count,mobile_subs,128.792
SVK,2017,,i911,Mobile-cellular subscriptions,count,mobile_subs,130.945
SVK,2018,,i911,Mobile-cellular subscriptions,count,mobile_subs,133.04
SVK,2019,,i911,Mobile-cellular subscriptions,count,mobile_subs,135.756
SVK,2020,,i911,Mobile-cellular subscriptions,count,mobile_subs,133.633
SVK,2021,,i911,Mobile-cellular subscriptions,count,mobile_subs,135.268
SVK,2022,,i911,Mobile-cellular subscriptions,count,mobile_subs,136.029
SVK,2023,,i911,Mobile-cellular subscriptions,count,mobile_subs,138.233
